Locality,Latitude,Longitude,Signal Strength (dBm),Latency (ms),Network Type
Patliputra Colony,25.54445640125475,85.00499799545553,-103.05235906618113,27.269803107625997,5G
Anisabad,25.62896243463189,84.97528375990879,-92.54451472248874,48.59628346945769,5G
Boring Canal Road,25.5291395863436,85.29294437041236,-93.3765435728494,138.6279746390291,LTE
Kankarbagh,25.58156820486996,85.01428763601277,-90.76129756915272,65.58627775343828,4G
Fraser Road,25.526254676143044,85.07910598670887,-86.41400131919934,90.03464004583655,4G
S.K. Puri,25.53143446567524,85.18208608732034,-88.24209429313102,57.71209866472742,4G
Fraser Road,25.538498263556907,85.22197463967144,-94.02609947856594,40.58504126711472,5G
Phulwari Sharif,25.67235073877766,85.1164198554323,-98.16571213329708,85.3636008005273,4G
Exhibition Road,25.549825498259622,84.96430475679463,-86.81441200099822,138.02441429922982,3G
Bailey Road,25.640239959534828,85.3050392418544,-90.0591820386885,46.4669223535715,5G
Patliputra Colony,25.64069706613005,85.00829316693904,-82.78751209489549,119.95086589939014,LTE
Phulwari Sharif,25.530279087493334,85.255178423687,-94.91712743407112,32.87511754163987,5G
Fraser Road,25.676896507503358,85.2866785336605,-86.99283855838887,166.7616802193847,3G
Bailey Road,25.69015163506287,85.02121990793329,-92.03497257573066,106.008499998856,LTE
Kidwaipuri,25.72120024272028,85.03908908002805,-84.38930845099577,149.06641678167722,3G
Anandpuri,25.521242132309247,85.03546275018965,-90.048000769367,146.13814318079096,LTE
Anandpuri,25.730886231087897,85.08521752550715,-90.113686670068,16.454067039897346,5G
Gardanibagh,25.77364847780419,85.13805090868985,-85.1503537269221,139.25334440582066,LTE
Boring Road,25.634317118930785,85.24305384501629,-87.98372543178489,139.4026208814471,LTE
Patliputra Colony,25.469849059992764,85.04243754517105,-79.69234847178278,111.56205663222394,LTE
Rajendra Nagar,25.527181365653167,85.23615325145961,-97.78234803253667,32.2616547974804,5G
Gandhi Maidan,25.659882218336456,85.259954355086,-91.5020118388204,150.65797831130362,LTE
Kumhrar,25.47718523148509,85.15247527116598,-83.70310877439633,150.14518981394107,3G
Kumhrar,25.645817956335517,85.27411113898812,-93.76855782719674,187.11576263983684,LTE
Boring Road,25.768395673171813,85.1018282768233,-102.18166386987684,42.07982187028495,5G
Fraser Road,25.67786190073652,85.10475520230042,-88.90134859309595,171.6056190529212,LTE
Boring Road,25.647312965091043,85.19728939127383,-91.75879980374324,152.01602230243958,LTE
Boring Canal Road,25.696836950597326,85.02264412636583,-93.75450183357673,129.44714938355952,LTE
Rajendra Nagar,25.46796307480569,85.09438420866155,-87.79593349095255,170.98574724265848,3G
Patliputra Colony,25.659347598865608,85.05097233200289,-100.27254912526251,43.80746673812281,5G
Gandhi Maidan,25.549985626193884,85.14146680502584,-92.1205975510388,118.91410803218687,LTE
Bankipore,25.65846113715283,85.00923316042137,-100.31405438606514,33.88353790186713,5G
Gardanibagh,25.658942846497744,85.08672266196753,-89.93679243815706,156.80427039366373,LTE
Pataliputra,25.77312315434508,85.13474966485116,-89.00153638993726,50.22239500807586,4G
Bailey Road,25.5087535855995,84.9996070933403,-94.5243889415118,137.23063064495142,LTE
S.K. Puri,25.582481782974817,85.07248765733323,-92.32518931713236,162.56233651880788,LTE
Anandpuri,25.57014200671132,85.23059314435496,-82.8628227319067,122.29767757868436,LTE
Rajendra Nagar,25.530018689879437,84.98123296571096,-84.01675173000453,142.4948296484019,LTE
Kumhrar,25.468962152202387,85.15774845800223,-99.0361124042868,23.90799191455571,5G
Gardanibagh,25.591807728810487,85.05532190745076,-84.87849298437656,129.48372965881526,3G
Boring Road,25.45767899729487,85.08436200039122,-94.2772641740074,122.85280420036672,LTE
Bankipore,25.54580802954572,84.99903902642086,-84.25397327610781,60.024268664009085,4G
Bankipore,25.5290363080839,85.13382461432514,-87.48017695958778,58.53368148640712,4G
Gandhi Maidan,25.623393010992576,85.13074854317368,-84.48435488544537,107.48768210569564,3G
Kankarbagh,25.56852330698804,85.07091009452235,-88.08442949072646,72.93835984294216,4G
Bankipore,25.63244241278722,85.22669246289396,-88.93119971365311,85.44268317210692,4G
Rajendra Nagar,25.54676229480882,85.07336536091623,-99.4539347947972,70.70362194068723,4G
Kankarbagh,25.47658966355883,85.09218521219418,-84.38430102965962,101.13515784766832,3G
Bankipore,25.69650491583465,85.19005975823657,-92.24318604535432,77.75845311516784,4G
Kidwaipuri,25.67750272465145,85.25861077629818,-96.5769106889324,71.94862787824736,4G
Danapur,25.48775886614813,85.25468133778823,-87.78378479302417,79.12285935284075,4G
Exhibition Road,25.55050037119129,85.27685421810571,-88.93210578007714,80.19072042093009,4G
Anisabad,25.691786719070265,85.04729172226908,-87.77019059197762,103.84330264195157,3G
S.K. Puri,25.63998680074069,85.04673597455601,-93.82779392370789,38.12242980374901,5G
Danapur,25.568392393231097,84.97745110692415,-87.48414290012302,50.71867720926848,4G
Gandhi Maidan,25.6202367375989,85.12649955276797,-92.74481206576942,186.6732034188593,LTE
Gandhi Maidan,25.67075928040072,85.00006772271242,-85.34644563883904,15.000609842813772,5G
Phulwari Sharif,25.54171069619837,85.09905342244924,-101.96404554094237,30.869729031636584,5G
Fraser Road,25.68560345129781,85.06666077097866,-90.63517344105568,70.30736044413054,4G
Exhibition Road,25.610374684799908,85.18443057211637,-89.65383300534134,169.4636968277189,LTE
Anandpuri,25.61972444281249,85.08764823583701,-92.99545392689043,16.711188244176924,5G
S.K. Puri,25.74497801850632,85.18803320742607,-88.59688647102142,29.04783098433681,5G
Anisabad,25.66804790844527,85.14053091106739,-85.94342121795711,196.4664236048133,3G
S.K. Puri,25.46153641114633,85.13814925201318,-86.07748335325432,171.59649456921636,LTE
Ashok Rajpath,25.569316166211784,85.1499162763274,-93.38078608727513,11.618369676285171,5G
Gandhi Maidan,25.56140292766333,85.22010459121826,-96.65832609626143,36.72017276049959,5G
Boring Road,25.640529332833182,85.3047228195662,-86.39438261175485,148.28547649829468,3G
S.K. Puri,25.707842829083603,85.05393396595738,-91.1920135576688,90.81455197822726,4G
Phulwari Sharif,25.57722065395571,85.31355904309609,-89.02420143707428,110.07460923094676,LTE
Bankipore,25.615894439260263,85.10385158728994,-95.82460280019303,84.30773632634596,4G
Gardanibagh,25.5734684539035,85.20004062642205,-83.99248990129904,11.06901062079487,5G
Patliputra Colony,25.49340213428041,85.13620474307125,-90.01089198035885,143.0656644580632,LTE
Pataliputra,25.53479676417911,85.21198694239881,-90.7081286139095,174.129032582725,LTE
Gandhi Maidan,25.704556333009545,85.26154986686007,-88.93694406951535,133.31652375485913,LTE
Kankarbagh,25.470926843946906,85.09031895649301,-85.13132927443537,161.8304959275739,LTE
Bailey Road,25.624414152517105,85.29749784510082,-84.31682557536635,16.286043006252527,5G
Bankipore,25.61544509752236,85.09300602344504,-96.9048562275792,45.74120668011548,5G
Exhibition Road,25.58342118160736,84.99523028717002,-91.7198116829696,87.1028061578529,4G
Ashok Rajpath,25.630893944706852,85.26266084730696,-96.4556097903424,41.393068273740994,5G
Exhibition Road,25.568803042882333,84.98873148646308,-92.30605159829788,69.0488965619787,4G
Gandhi Maidan,25.57762611927893,85.06012145787001,-98.08614404879728,41.112731215359815,5G
Anandpuri,25.59184869476996,85.05592686493479,-91.01240069540464,74.82508392228186,4G
Rajendra Nagar,25.54643714853473,84.97101142524423,-85.02780338400292,150.06973415570948,3G
Kankarbagh,25.685639419167437,85.17944302811438,-92.82968237085149,26.699925199233174,5G
Phulwari Sharif,25.635773490722663,84.99083820262763,-87.43642702101579,56.853342954096426,4G
Bailey Road,25.6339552168532,85.13043864226749,-81.78627576468209,190.0361196128665,3G
Kumhrar,25.630681053051887,85.25682157207002,-88.42990142989474,158.6317499586253,LTE
Pataliputra,25.53302868687588,85.13232836507942,-88.29903453498567,177.02579311011706,LTE
S.K. Puri,25.489226579465672,85.20510659187049,-82.02848372673242,159.805584778262,3G
Bankipore,25.76040338517021,85.14297856267284,-85.42413726772986,154.07134033426354,3G
Kankarbagh,25.47666514194226,85.22804932514069,-102.91951411742862,44.40489588756818,5G
Fraser Road,25.62309053874661,85.2544071007376,-98.2410149088486,33.10886564076542,5G
Phulwari Sharif,25.470318000138644,85.13633499240642,-88.33458086934854,185.92438367449864,LTE
Ashok Rajpath,25.69745255375081,85.17324052393046,-91.60229557311249,157.18654338408027,LTE
S.K. Puri,25.504588950748094,85.22625676332042,-92.4073271818442,84.8748675861027,4G
Gandhi Maidan,25.7231217870481,85.10821969346983,-96.73535984030978,25.90397050116149,5G
Danapur,25.503626316102743,85.00215981455355,-89.23019121268925,23.291711275485632,5G
Rajendra Nagar,25.747254023363467,85.21190270250595,-85.67349689654118,40.92186462281212,5G
Exhibition Road,25.495220980173627,85.13049328762166,-96.14447127032048,22.056085953544,5G
Phulwari Sharif,25.520313176034502,84.98831235335015,-83.93970740054077,146.18434812751104,3G
Gardanibagh,25.63445305990057,85.1673667803229,-84.1031166185017,141.04521365522095,3G
Gardanibagh,25.683918424850106,85.15812072225906,-105.85491467578385,35.00077816672416,5G
Bailey Road,25.461631769799464,85.14150607719994,-87.95788532635179,61.28807734621461,4G
Exhibition Road,25.510290659818622,85.2501526149039,-85.38578937998234,93.2173828065321,4G
Anandpuri,25.71405520549833,85.08234475368002,-87.48681407626692,199.1993612799324,LTE
Gandhi Maidan,25.53215561334872,84.98318784434184,-87.82333542247244,191.52077091989435,LTE
Boring Road,25.64734744583396,84.99891824639539,-98.41852880894764,60.92652439641599,4G
Gardanibagh,25.67657563152973,85.04437124065464,-82.31971289171847,139.15888059513065,LTE
Anisabad,25.44887704227802,85.08921688108877,-82.72514279521742,124.27932367405757,3G
Kumhrar,25.60779942605313,84.96998697543442,-96.97723523544704,142.4006780909929,LTE
Bankipore,25.480410368952025,85.08477910475696,-85.28585086998888,101.71631372143452,LTE
Bankipore,25.466353577413805,85.17295936611488,-87.65948923312533,82.52445315606423,4G
Boring Canal Road,25.586112407685256,85.08837333287659,-83.36512166143676,191.2155551146309,3G
Boring Road,25.510368172566487,85.04084392399648,-82.89192595294605,164.02278890760755,3G
Ashok Rajpath,25.52604223840142,85.25703774262139,-89.42438280675789,97.81765903419016,4G
Bailey Road,25.641172427704458,85.14125393769399,-92.95981293631895,16.012234789196246,5G
Kumhrar,25.67011995244085,85.27903108021368,-88.17523831434629,177.79192204275114,LTE
Bailey Road,25.60783236309663,85.02601722311296,-91.50637421225152,22.096473038794787,5G
Bankipore,25.62408472846259,85.24513194485826,-86.36100685889608,150.8648022559491,3G
Exhibition Road,25.507228744535418,85.16535131238058,-85.77122290439907,44.96002632029854,5G
Bankipore,25.612216947545843,85.05719059684719,-84.98981189232259,191.84084224732345,3G
Gandhi Maidan,25.58510940751533,85.15923852818203,-83.17691774978928,123.6182824204141,3G
Gandhi Maidan,25.57305784233557,84.9833618467436,-95.06461288345066,68.25472433127746,4G
Fraser Road,25.632052679867368,85.07895470667704,-83.33538113462461,150.96758451767013,3G
Patliputra Colony,25.52841347391007,85.00023866655631,-84.6573541904381,195.8642238710541,3G
Ashok Rajpath,25.511412795577307,85.23883867469208,-96.53233445102734,50.80976095398436,4G
Fraser Road,25.683540386155205,85.02265581652803,-93.7577995716083,93.15107372221752,4G
Kidwaipuri,25.76300363160003,85.14654625000075,-93.8289350730654,49.21174668851714,5G
Exhibition Road,25.531401321019622,85.16061029793788,-84.88030449453527,70.0933281757764,4G
Gandhi Maidan,25.682563026207035,85.1183024970644,-89.17400988457715,135.24295212233835,LTE
Boring Road,25.68748267775501,84.99513777921555,-91.83427451440188,45.012857404643846,5G
Anisabad,25.51013377044956,85.07869756298656,-99.50673703005636,61.43225186313148,4G
Bailey Road,25.690701915641228,85.24160871170703,-81.50117205512046,178.3084293357881,3G
S.K. Puri,25.5450778022927,85.12679868967543,-84.29913104754553,121.76731319945512,3G
Kidwaipuri,25.66978402820496,85.04300324055288,-90.72606022355797,13.123265190155731,5G
Phulwari Sharif,25.56076401363936,85.01299613717731,-87.76374311014129,106.92950178614583,3G
Ashok Rajpath,25.474508651837947,85.04411276976282,-95.74204569460842,141.39102543071172,LTE
Pataliputra,25.76458903032953,85.15265061714848,-83.51772324772048,158.88998407660205,3G
Kankarbagh,25.46155395886658,85.13172081225741,-90.93932767428586,109.72646549739484,3G
Danapur,25.62917323842197,85.11112745026234,-94.17616395399304,104.71395736287327,LTE
Phulwari Sharif,25.70883147999964,85.10405631811162,-100.91932149232582,42.73514017161988,5G
Rajendra Nagar,25.53028157129815,85.17193437715322,-97.45574068479274,31.838836750355348,5G
Pataliputra,25.518975649464885,85.17365341574568,-94.361028347567,98.15514096948496,4G
Exhibition Road,25.42988432485175,85.19374606324331,-88.85510909201432,18.34651375051458,5G
Rajendra Nagar,25.588606056220176,85.25346155350292,-88.27646395734973,98.7519988270731,4G
Anandpuri,25.622045574546107,84.99165731646168,-89.10639452869854,131.1261147791827,3G
Gardanibagh,25.724856468080866,85.05446569874957,-84.96173484209861,113.24006054086745,LTE
Gardanibagh,25.735442288878076,85.15921354166359,-92.14137410486124,54.335124010008926,4G
Patliputra Colony,25.705256030447952,85.05788522596683,-93.84906714446451,65.17770589545273,4G
Pataliputra,25.484464310078167,85.26696421249497,-103.04074916200676,12.64720619800338,5G
Anisabad,25.710921837828167,85.23639740953018,-92.17032918799396,41.97877156774399,5G
Exhibition Road,25.43917122102725,85.08642087635263,-102.2833485664947,44.09361947505987,5G
S.K. Puri,25.49463304417784,85.27016475463347,-93.67405400473908,69.33336367723348,4G
Anandpuri,25.569149944222367,85.03117615704356,-80.83425748022688,99.17747229967,4G
Gandhi Maidan,25.4852102953306,85.22809769809705,-84.58809194875745,170.55186348154348,LTE
Patliputra Colony,25.65790865003598,85.12463812563516,-105.68047162648917,22.41999643941613,5G
Bankipore,25.598664506442656,85.20647290507522,-87.63765367682922,187.8514142859441,3G
Exhibition Road,25.558986235073892,85.20980127879544,-86.99713980478762,118.66754729527742,LTE
Bankipore,25.63714067579351,85.0858864882532,-91.39836548198971,115.13980312242133,LTE
Pataliputra,25.67962917172793,84.98508773255236,-89.10308345336436,166.18341986920404,LTE
Rajendra Nagar,25.60680164862608,85.24103667548917,-93.82401333548914,60.86743736693201,4G
Bailey Road,25.65012646368272,85.1812350793629,-84.88788323207149,62.172700598588285,4G
Kankarbagh,25.68317923518393,85.09558187267298,-85.73722340796945,136.32378087222264,3G
Anandpuri,25.748063687824832,85.11040677777682,-86.76534159890645,174.93465141440143,LTE
Rajendra Nagar,25.46422103726508,85.16894887969961,-89.29171605982181,37.49374705447885,5G
Rajendra Nagar,25.652380633163755,85.24742123624296,-86.9254076481272,73.0434367634826,4G
Ashok Rajpath,25.687308456440597,85.20103988642302,-85.74180632136003,84.27795507821702,4G
Boring Canal Road,25.515517833465235,85.24582459018433,-90.98109867506167,70.99801061130961,4G
Kankarbagh,25.64745214903242,85.18382963382102,-101.723141329386,30.7533043933302,5G
S.K. Puri,25.772626042582093,85.14014637870355,-85.36636639438578,163.20204718337013,3G
Kidwaipuri,25.66470789271505,84.98138881658932,-83.5271354232346,119.27420866574748,3G
Phulwari Sharif,25.61527067967841,85.15730581799968,-88.07383203158726,15.958407902042296,5G
Kidwaipuri,25.674898678681117,85.07809900994435,-84.01116423625825,191.19115044741943,3G
Bailey Road,25.53507537393837,85.00646271367408,-89.92650776527579,166.29672627982947,LTE
Gandhi Maidan,25.50367402473181,85.05337554153594,-94.51777457708089,31.97515727876249,5G
Patliputra Colony,25.51398445044337,85.21624096762535,-87.53816740435796,42.39041341408686,5G
Kidwaipuri,25.42992680225676,85.17706032833712,-90.58675461339864,95.41057442575848,4G
Bankipore,25.570382340843192,85.27943399798501,-85.18308193034107,154.01709357014968,3G
Patliputra Colony,25.740257292015222,85.0975067605633,-94.04301121171284,50.76375824439385,4G
Anisabad,25.59558572201964,85.17910845208667,-92.36418088867065,195.99908052549125,LTE
Exhibition Road,25.693875425432573,85.2707083502702,-93.26644682658352,35.138391855536064,5G
Rajendra Nagar,25.49095563285224,85.27333170016011,-93.4290976789669,92.55871304263854,4G
Rajendra Nagar,25.537049339072944,84.97286297845451,-99.7368559389674,115.11228304442793,LTE
Bailey Road,25.605403739516607,85.14929062860588,-97.30555172780286,77.54644866749827,4G
Pataliputra,25.48912666870965,85.19794282461028,-91.2093255362172,73.99858411485359,4G
Kankarbagh,25.449880971072066,85.1696783079894,-83.8468475693297,86.34328816726122,4G
Gardanibagh,25.516356141148425,85.0802401709713,-90.8283950499237,89.08066967724392,4G
Boring Road,25.491440892840583,85.10668483213387,-97.72521404991892,105.01103775499142,LTE
Phulwari Sharif,25.71215028293421,85.06108152473098,-86.02467065816805,53.48768135734467,4G
Phulwari Sharif,25.66896536247393,85.28096062882231,-93.60722109816751,15.861773464026069,5G
Boring Road,25.726868852380232,85.14592005327624,-82.56643941297786,156.4335594783866,3G
Rajendra Nagar,25.681636214855438,85.01455887537357,-95.24372049042266,24.82117331118846,5G
Kidwaipuri,25.62566605198628,85.084518805411,-81.85953328157143,170.71416911898928,3G
Gardanibagh,25.546126277356503,85.25113299503231,-87.99311527428932,89.94137665823841,4G
Bailey Road,25.698401761190272,85.28330679828807,-106.92991862222414,39.58627098277166,5G
Kidwaipuri,25.652062579166337,84.9929290777597,-87.02591564297526,164.3747691666698,3G
Phulwari Sharif,25.684081468363797,85.13153608342053,-91.17299601704458,112.15481792932522,LTE
Pataliputra,25.59690702745168,85.27436008385581,-89.95834883218217,50.56778112249525,4G
Anandpuri,25.73592965526669,85.08991552180503,-92.71582272581033,94.0969122884594,4G
Kankarbagh,25.75638241438601,85.19271158708884,-88.29713050278464,178.32626910848717,LTE
Danapur,25.43627198080499,85.14139909962749,-91.72777613960687,68.85984600343755,4G
Kankarbagh,25.7627311937346,85.18742586678864,-98.03763401136766,33.22682500972383,5G
Exhibition Road,25.48159262536031,85.15292224792016,-89.71167814455593,129.1729983806939,3G
Anandpuri,25.529206929667023,85.05008296517765,-101.37584156286016,30.45524319670498,5G
Rajendra Nagar,25.548264773943163,85.12737452705875,-89.17262680870262,56.66768719124774,4G
Kankarbagh,25.706538624857057,85.22547168989502,-89.77994319036404,75.5960092873043,4G
S.K. Puri,25.463534055424496,85.18254001614514,-88.02486320365378,86.6915008737812,4G
Gardanibagh,25.762553901622123,85.13955818993293,-90.02603133328262,62.82125701212455,4G
Gandhi Maidan,25.58671189294176,85.15294043616065,-83.78404202636648,184.5671846381728,3G
Gardanibagh,25.571960775585637,85.05197001506905,-90.16410431670695,150.41612141876612,3G
Kumhrar,25.689976812128688,85.00384070564644,-92.49447596212076,82.57569400394951,4G
Exhibition Road,25.581107683545227,85.12116088140804,-81.07771863925026,107.74462923656633,3G
Bailey Road,25.70642368168352,85.18892298281266,-82.75203719690364,176.089855828062,3G
Pataliputra,25.55916604669513,85.26507485258186,-95.53584386166446,21.53924168934911,5G
Phulwari Sharif,25.69168021635987,85.27933771996058,-97.38042100850272,22.07923616905501,5G
Danapur,25.72166972911064,85.01793639365147,-79.68558486645122,199.2332635283356,3G
Anandpuri,25.68340348768181,85.09896206412252,-80.43451947751973,197.3604507435172,3G
Patliputra Colony,25.49849435841475,84.98851360782936,-90.6269999872966,74.04484742345414,4G
Exhibition Road,25.55788540370374,85.00206968525013,-89.52275407602825,110.06493776494356,LTE
Gardanibagh,25.424671929007115,85.1657132765412,-85.33529780639482,78.49292202525898,4G
Ashok Rajpath,25.701401613347223,85.14266244466269,-91.38324785920578,108.8097665098947,LTE
Gandhi Maidan,25.61226279915064,85.28537256087297,-87.21116590652028,178.54932121156833,LTE
Kumhrar,25.553646172511694,85.01690484791054,-92.77816807605755,67.85778141409263,4G
Bailey Road,25.60715549577434,85.16438869179228,-83.62473384586536,78.02898960385171,4G
Boring Road,25.749743702648047,85.0753324200929,-84.67877649010363,187.75817725333675,3G
Kumhrar,25.634700070846687,85.11433199425583,-82.11109061631824,194.54217619100484,3G
Pataliputra,25.54971738012321,85.10253692519782,-92.1225751910844,51.36771428119251,4G
Rajendra Nagar,25.620743921086124,85.17121149628636,-92.0167649578644,30.06761673643229,5G
Kankarbagh,25.428416749779075,85.09463933671731,-87.30114414007438,124.5720180510896,3G
Rajendra Nagar,25.600823189410036,85.06879951559343,-89.95414700807314,70.23109355848469,4G
Patliputra Colony,25.64435978543773,85.25645929938376,-93.06991194429344,167.05780676458812,LTE
Anisabad,25.46766993393808,85.13211268314353,-92.49024069284704,84.573211126074,4G
Boring Canal Road,25.700872970191654,85.03697907166709,-86.76576316761194,58.08193400057954,4G
Ashok Rajpath,25.727565494087766,85.09400323817637,-93.22177482449402,107.52328053672558,LTE
Fraser Road,25.588243854434623,85.1884679432513,-102.30595468538692,35.05181550038037,5G
Kumhrar,25.51037886488376,85.24414138606363,-86.42812405158679,93.81938144758364,4G
Kumhrar,25.709966857279152,85.02550548856352,-89.21472156032846,31.498681220121615,5G
Rajendra Nagar,25.563839390036662,85.10544962198739,-95.16095739943675,84.01374437668704,4G
Patliputra Colony,25.619924658781372,84.99011903543904,-96.30487352698226,93.30575207614262,4G
Bankipore,25.465282897298152,85.18530560300087,-84.69395979064834,104.83270696720469,LTE
S.K. Puri,25.569377646833622,85.29112773477316,-85.84684693390827,182.8404453649117,3G
Boring Canal Road,25.466528150291,85.05707922020402,-86.64936429939443,184.4477522233225,3G
Pataliputra,25.550821153044605,85.02693861638758,-100.19116458979886,10.18338125381101,5G
Boring Road,25.580351735163312,85.14221662470311,-83.18949694000118,82.09873123634608,4G
Fraser Road,25.450882903805766,85.16577317074025,-84.85805569979665,85.60917286264132,4G
Bailey Road,25.71457516535607,85.23635985860791,-105.94904333081732,10.452014203910975,5G
Gardanibagh,25.652350022908536,85.1178213582479,-89.46879277707475,15.256038255775252,5G
Boring Canal Road,25.48640351948097,85.18804066640442,-93.44020115453117,158.9999223081675,LTE
Ashok Rajpath,25.428409641437387,85.19012575654443,-86.39897671647017,62.07454816474073,4G
Gardanibagh,25.644384159001586,85.27768890180432,-90.6080631522302,85.8953783179442,4G
Gardanibagh,25.71017031969775,85.20830158324945,-84.8223023068709,68.02271879311606,4G
Ashok Rajpath,25.72488936930122,85.02202029717147,-96.47849593614332,97.20011644638876,4G
Ashok Rajpath,25.70465981449337,85.09229531158847,-92.43337943151565,164.40820305428338,LTE
Bankipore,25.617712019220463,84.986419202988,-86.3403361705415,113.59413754799311,3G
Boring Canal Road,25.636666739207808,85.12271411608631,-93.89838814507164,30.06898587133304,5G
Fraser Road,25.686116023386617,85.25629296337387,-84.9868892452511,154.99210705196631,3G
S.K. Puri,25.67032805806806,85.23851708296813,-97.33391552804284,27.23054468991791,5G
Boring Canal Road,25.68079058097337,85.1121851276792,-89.34454615556521,108.70493237295796,3G
Boring Road,25.44664816395238,85.07987335034339,-88.95643871829327,33.08808596233477,5G
Gardanibagh,25.51753056957204,84.99456159179461,-99.21637761702324,46.4489252458489,5G
Kidwaipuri,25.52484439143579,85.01386047318479,-90.50775913631624,121.25696946838174,LTE
Danapur,25.61781260769397,85.30731334025677,-87.68159850170466,187.53648651885615,LTE
Gandhi Maidan,25.475063131693165,85.01601375721346,-85.18289167756217,160.8558820308475,3G
Exhibition Road,25.639511190057963,84.9829129214929,-90.94190159688748,135.49410852342766,3G
Gandhi Maidan,25.62617944605209,85.13120615674691,-85.28246244081951,124.1647663720606,3G
Rajendra Nagar,25.43077956656573,85.14089995614641,-89.2151645548476,90.68364140337184,4G
Bankipore,25.5852737563496,85.14508243185162,-98.3630970656637,45.14370867094252,5G
Kumhrar,25.579110885187955,85.17967287249868,-88.00029276829235,67.55078904286452,4G
S.K. Puri,25.484650875027576,85.15258956223684,-91.80779567392553,126.54620703851558,LTE
Fraser Road,25.51406809643833,85.18574821069117,-84.93248895331337,110.40556598841152,3G
Phulwari Sharif,25.605573686738115,85.2580079776422,-90.54676650496698,145.19846041151115,LTE
Phulwari Sharif,25.63551603078881,84.99692481129249,-100.99854751555492,39.008215385865554,5G
Kidwaipuri,25.687805457760085,85.09319505381391,-85.4356719889475,100.00685492627368,3G
Kankarbagh,25.625084620975496,85.18140253763742,-96.45274392779514,139.10149639426913,LTE
Exhibition Road,25.55428323384548,84.96305431181138,-82.60988413809869,151.42689904607676,LTE
Rajendra Nagar,25.766784861679348,85.11380934848178,-84.04364826996348,149.4397676821294,3G
Kankarbagh,25.650133353090496,85.0373574181414,-87.56522377211788,83.88512737134587,4G
Kankarbagh,25.426277629152683,85.0770590779934,-91.85247100976966,70.19492281912474,4G
Anisabad,25.49514174739681,85.20960812061602,-83.04327065303465,182.0503730372347,3G
Anandpuri,25.44311474281492,85.12879849520945,-99.09473961696202,29.973622566165176,5G
Boring Canal Road,25.62431127247504,85.17209493414127,-94.16707560437236,12.79225072167569,5G
Danapur,25.58304662949164,85.00310265165953,-90.63141646557312,102.4382460662611,LTE
Pataliputra,25.485521450917545,85.23967131315291,-87.87788096679189,53.30789012526122,4G
Rajendra Nagar,25.73259928087119,85.12103022438752,-88.28699188436343,81.85258331358959,4G
Boring Road,25.632381817257954,85.08548606037117,-79.24580566505016,172.66694195171317,3G
Bankipore,25.49050597790381,85.02139756823868,-90.50390601662544,81.42955047644425,4G
Kankarbagh,25.526768190860796,85.00292164423328,-94.12279779155068,77.61266751145071,4G
Exhibition Road,25.666891884709838,85.1111589680616,-92.87035976745987,170.94049783763677,LTE
Ashok Rajpath,25.5644784097477,85.0480582098411,-99.90539702435076,36.815629677123866,5G
Gardanibagh,25.55682756155454,85.12083242491964,-89.97990475567558,167.96111874962406,LTE
Patliputra Colony,25.69633871808921,85.0693009458642,-90.77445875321698,195.2101535710422,LTE
Ashok Rajpath,25.7386085342456,85.1164881178282,-95.20605772229749,61.991822480123474,4G
Anandpuri,25.610467955595897,85.00915162412431,-81.3226224334648,188.56662930603176,3G
Rajendra Nagar,25.655622869465617,85.2038753283226,-94.98596349356184,155.26481650625755,LTE
Anisabad,25.553093770664844,85.25782272869338,-86.30890287917879,41.8157846151085,5G
Patliputra Colony,25.584573357760075,85.15518111795514,-88.40549849250101,167.2498745598222,LTE
Bailey Road,25.42838934545828,85.14265495824709,-86.37002092633098,166.21120101065645,LTE
Rajendra Nagar,25.57100726137659,84.96947737495279,-95.3743826416724,53.469750546326765,4G
Ashok Rajpath,25.48631381339123,85.1247443126634,-81.96257719101958,148.67258881387377,LTE
Gandhi Maidan,25.71940125552812,85.04494124675242,-96.6796234958826,31.38108245608956,5G
Kidwaipuri,25.53243532519907,85.15646797067627,-89.22094529776926,28.655603506279004,5G
Boring Canal Road,25.530178659404267,85.13502710249364,-97.76224153476296,145.48373088471573,LTE
Kidwaipuri,25.45534277692356,85.02684529460551,-106.74835928904665,18.737914863074824,5G
Pataliputra,25.50815528464147,85.24690183750656,-94.74716972140617,16.61941079289827,5G
Phulwari Sharif,25.683286969293764,84.98949455744257,-83.88167157401065,134.07245244843415,3G
S.K. Puri,25.416117180994057,85.12177062790037,-93.00206928402808,46.123421702654255,5G
Kankarbagh,25.68522050762414,85.13977014574351,-96.10619261504613,39.19649744164128,5G
S.K. Puri,25.513338889116227,85.16974349094077,-82.07316097044882,98.36039312688646,4G
Bailey Road,25.56844840668474,85.0353194704501,-91.35671824954606,44.21440742358903,5G
Rajendra Nagar,25.72153130191645,85.26109596429772,-90.44960447545932,128.0212697013304,LTE
Pataliputra,25.421820048256368,85.15134357927228,-93.3779359859875,78.4053554317874,4G
Phulwari Sharif,25.557772751583457,85.14659843458317,-91.43129692948672,38.34003086030658,5G
Kidwaipuri,25.580817960080264,85.1046669256048,-91.13178748721248,126.67447292505804,LTE
Fraser Road,25.51803994794496,85.1465854316683,-88.19452608886075,109.59592682024632,LTE
Fraser Road,25.48416249662867,85.02362488310698,-89.66192305733809,10.803861272470453,5G
